months_as_customer,age,policy_number,policy_bind_date,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_zip,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,fraud_reported,_c39
95,28,208298,1990-11-03,MH,250/500,83000,64241.17,0,458727,MALE,Associate,armed-forces,board-games,other-relative,0,-5834900,2015-01-01,Vehicle Theft,?,Trivial Damage,,RJ,Springfield,6359 MLK Ridge,3,1,YES,1,2,NO,265600,53120,26560,185920,Mercedes,E400,2014,N,
371,51,513099,2005-10-15,KA,500/1000,83000,127195.01000000001,0,452587,FEMALE,Associate,tech-support,golf,other-relative,5004900,-2050100,2015-01-19,Single Vehicle Collision,Rear Collision,Major Damage,Fire,DL,Arlington,9751 Sky Ridge,7,1,YES,0,3,YES,6258200,625820,1251640,4380740,Dodge,RAM,2012,Y,
2,28,184938,1999-05-22,TS,250/500,83000,111266.48,0,433184,FEMALE,JD,machine-op-inspct,golf,not-in-family,0,0,2015-01-17,Single Vehicle Collision,Side Collision,Minor Damage,Fire,DL,Northbend,9020 Elm Ave,19,1,YES,0,2,YES,4825620,536180,536180,3753260,Saab,92x,2008,N,
269,44,187775,2002-12-21,MH,100/300,41500,107713.25,332000000,451280,FEMALE,JD,other-service,chess,own-child,0,-3436200,2015-02-01,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,TN,Columbus,1830 Sky St,15,3,?,0,1,?,8189610,1259940,1259940,5669730,Chevrolet,Tahoe,2010,Y,
101,27,326322,2007-02-10,TS,250/500,83000,35966.39,0,603269,MALE,Masters,machine-op-inspct,golf,other-relative,2149700,0,2015-01-02,Parked Car,?,Minor Damage,,TN,Hillsdale,6067 Weaver Ridge,7,1,?,0,3,NO,489700,97940,48970,342790,Mercedes,E400,2009,N,
94,30,146138,2002-03-01,KA,250/500,166000,85119.81999999999,0,442632,FEMALE,High School,armed-forces,paintball,other-relative,0,-4365800,2015-02-20,Single Vehicle Collision,Rear Collision,Major Damage,Fire,GJ,Arlington,1840 Embaracadero Ave,19,1,?,1,3,YES,5320300,532030,532030,4256240,Chevrolet,Malibu,2001,N,
117,28,336047,2003-04-21,MH,250/500,41500,104975.91,0,447300,FEMALE,Associate,transport-moving,yachting,unmarried,3942500,-2697500,2015-02-05,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,TN,Springfield,4058 Tree Drive,13,2,YES,0,1,?,4601520,418320,836640,3346560,Suburu,Forrestor,2009,Y,
111,27,532330,2002-09-22,MH,250/500,41500,121177.51000000001,415000000,441783,MALE,MD,sales,yachting,other-relative,0,0,2015-02-27,Multi-vehicle Collision,Side Collision,Major Damage,Police,TN,Northbend,4983 MLK Ridge,2,3,NO,1,2,NO,6710550,610050,1220100,4880400,Ford,F150,2011,Y,
242,40,118137,1998-02-10,MH,100/300,41500,102807.95000000001,0,468702,FEMALE,High School,transport-moving,bungie-jumping,husband,0,-3701800,2015-01-27,Vehicle Theft,?,Trivial Damage,Police,WB,Springfield,9744 Texas Drive,5,1,YES,1,1,NO,620840,56440,56440,507960,Saab,95,1998,N,
440,61,212674,1992-09-01,MH,250/500,41500,87213.08,0,467942,MALE,PhD,transport-moving,movies,wife,3444500,-5826600,2015-01-26,Single Vehicle Collision,Side Collision,Major Damage,Fire,MH,Riverwood,8821 Elm St,21,1,?,2,3,NO,4452120,494680,494680,3462760,Nissan,Maxima,2004,Y,
20,23,935596,1999-05-01,MH,500/1000,83000,142072.76,0,463678,FEMALE,JD,tech-support,base-jumping,wife,0,0,2015-01-13,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,TN,Northbrook,2886 Tree Ridge,21,3,NO,2,2,NO,5249750,477250,954500,3818000,Chevrolet,Tahoe,2002,Y,
461,57,737593,1997-12-19,TS,100/300,41500,71822.39,581000000,615220,FEMALE,High School,farming-fishing,golf,own-child,0,0,2015-01-14,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,DL,Hillsdale,5236 Weaver Drive,7,3,NO,0,1,?,4900320,816720,816720,3266880,Dodge,RAM,1995,N,
208,36,812025,2000-06-18,TS,250/500,41500,95739.67,0,432711,MALE,Associate,craft-repair,base-jumping,other-relative,0,0,2015-02-22,Multi-vehicle Collision,Side Collision,Total Loss,Other,TN,Arlington,5862 Apache Ridge,16,3,YES,1,0,YES,4191500,838300,419150,2934050,Accura,TL,2004,N,
279,43,168151,1995-04-24,MH,500/1000,166000,106343.75,0,463583,MALE,Associate,machine-op-inspct,cross-fit,other-relative,0,0,2015-01-17,Single Vehicle Collision,Side Collision,Major Damage,Police,TN,Columbus,7859 4th Ridge,13,1,YES,0,1,NO,4788270,532030,1064060,3192180,Mercedes,C300,2010,Y,
244,40,594739,2006-06-16,TS,100/300,41500,111452.4,0,439502,FEMALE,MD,sales,base-jumping,husband,0,0,2015-02-02,Vehicle Theft,?,Trivial Damage,Police,DL,Springfield,6259 Weaver St,2,1,YES,1,3,YES,493020,54780,54780,383460,Toyota,Camry,2014,N,
134,30,843227,2007-09-28,MH,250/500,166000,119795.56,0,613287,FEMALE,PhD,exec-managerial,dancing,unmarried,0,0,2015-01-07,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,TN,Northbend,9980 Lincoln Ave,19,3,?,0,2,YES,3966570,440730,440730,3085110,Suburu,Impreza,1995,Y,
122,29,283925,1991-11-21,MH,250/500,83000,135285.02000000002,0,620104,FEMALE,Masters,priv-house-serv,skydiving,other-relative,0,-3909300,2015-02-02,Parked Car,?,Trivial Damage,,TN,Riverwood,7828 Cherokee Ave,17,1,?,0,1,NO,319550,29050,29050,261450,Dodge,Neon,2014,N,
156,31,475588,1996-09-21,TS,100/300,166000,94128.64,0,446895,MALE,PhD,other-service,reading,husband,0,0,2015-02-07,Single Vehicle Collision,Front Collision,Major Damage,Police,GJ,Arlington,5812 Oak St,3,1,?,2,0,?,4897000,489700,489700,3917600,Ford,Fusion,2013,Y,
232,43,751905,2001-05-16,MH,250/500,41500,123164.53000000001,664000000,431531,MALE,College,machine-op-inspct,golf,husband,0,-2788800,2015-01-18,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,DL,Arlington,2318 Washington Hwy,17,3,NO,0,1,?,5859800,585980,1171960,4101860,Volkswagen,Passat,2013,Y,
244,40,226725,1999-08-11,KA,500/1000,166000,108287.61,581000000,605408,MALE,Masters,armed-forces,base-jumping,other-relative,0,-3735000,2015-01-10,Multi-vehicle Collision,Side Collision,Minor Damage,Police,TN,Hillsdale,8809 Flute St,5,3,?,1,1,?,5103670,463970,927940,3711760,Dodge,RAM,2001,N,
84,30,942504,2003-06-16,TS,500/1000,166000,85970.56999999999,0,457551,FEMALE,MD,protective-serv,kayaking,wife,3685200,-4274500,2015-01-30,Single Vehicle Collision,Side Collision,Minor Damage,Police,TN,Northbend,3184 Oak Ave,9,1,NO,1,0,YES,4784120,434920,869840,3479360,Volkswagen,Passat,2010,N,
394,57,395572,1999-03-30,TS,250/500,41500,116299.6,0,619892,FEMALE,High School,craft-repair,movies,own-child,4274500,0,2015-01-25,Vehicle Theft,?,Trivial Damage,Police,GJ,Hillsdale,6493 Lincoln Lane,9,1,NO,1,0,NO,571870,87980,87980,395910,Audi,A5,1999,N,
246,45,889883,1999-02-03,TS,250/500,83000,138232.35,0,445853,MALE,JD,machine-op-inspct,hiking,wife,2855200,-2747300,2015-01-29,Multi-vehicle Collision,Side Collision,Major Damage,Fire,RJ,Columbus,7162 Maple Ave,9,3,?,2,2,?,4422240,982720,491360,2948160,Toyota,Camry,2006,Y,
35,29,818167,2011-08-25,KA,500/1000,166000,54253.78,0,475483,FEMALE,JD,handlers-cleaners,video-games,unmarried,4324300,-3892700,2015-02-24,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,TN,Springfield,5455 Tree Ridge,22,3,NO,0,0,?,6498900,1299780,649890,4549230,BMW,X5,2009,N,
156,37,277767,2010-06-28,MH,100/300,41500,89650.79000000001,0,606290,MALE,Associate,protective-serv,reading,other-relative,0,-5063000,2015-01-04,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,RJ,Springfield,5778 Pine Ridge,15,3,YES,0,3,NO,3443670,382630,382630,2678410,Nissan,Pathfinder,2001,N,
195,36,842618,2001-11-06,KA,100/300,166000,111732.94,0,611852,FEMALE,Associate,machine-op-inspct,camping,wife,4797400,-4423900,2015-02-25,Multi-vehicle Collision,Front Collision,Total Loss,Fire,TN,Hillsdale,3797 Solo Lane,14,3,YES,2,3,YES,5724510,1040820,520410,4163280,Chevrolet,Tahoe,2007,N,
369,55,577810,2013-04-15,MH,250/500,166000,131931.82,0,444734,MALE,College,handlers-cleaners,camping,husband,4598200,0,2015-01-27,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,UP,Arlington,9373 Pine Hwy,6,3,?,2,0,YES,7079900,1415980,707990,4955930,Toyota,Highlander,2003,N,
271,40,873114,1995-12-07,TS,100/300,83000,103886.95000000001,0,433683,FEMALE,Associate,other-service,camping,wife,5909600,0,2015-02-19,Parked Car,?,Minor Damage,,DL,Hillsdale,1365 Francis Ave,6,1,NO,0,0,NO,255640,46480,23240,185920,Audi,A3,2012,N,
332,47,994538,1991-11-01,TS,100/300,166000,89889.83,0,448882,MALE,MD,craft-repair,paintball,other-relative,7627700,0,2015-01-31,Multi-vehicle Collision,Front Collision,Major Damage,Police,WB,Arlington,9239 Washington Ridge,22,4,YES,2,0,?,5956080,916320,916320,4123440,Jeep,Grand Cherokee,2010,Y,
107,26,727792,2014-05-19,MH,100/300,41500,80890.97,0,466838,FEMALE,JD,armed-forces,skydiving,wife,5212400,0,2015-01-18,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,DL,Arlington,3416 Washington Drive,14,3,?,1,0,NO,4955100,991020,991020,2973060,Nissan,Ultima,2002,N,
217,39,522506,1992-03-15,TS,500/1000,166000,116187.54999999999,0,605490,FEMALE,Masters,other-service,skydiving,other-relative,4141700,-1643400,2015-01-10,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,DL,Columbus,1923 2nd Hwy,16,3,NO,0,2,?,5388360,898060,898060,3592240,Ford,Fusion,1997,N,
243,43,367595,2006-02-03,KA,500/1000,41500,108542.42,0,466137,FEMALE,Associate,machine-op-inspct,board-games,own-child,0,-6283100,2015-01-28,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,TN,Riverwood,6451 1st Hwy,10,3,?,0,1,NO,3114990,346110,346110,2422770,Jeep,Wrangler,2008,N,
296,42,586104,2003-03-16,KA,250/500,166000,101199.41,0,466970,MALE,Associate,tech-support,paintball,husband,4407300,-5262200,2015-02-16,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,WB,Columbus,1267 Francis Hwy,9,3,YES,1,2,NO,5318640,590960,590960,4136720,Saab,93,2012,N,
264,41,424862,2002-10-16,MH,100/300,41500,117137.9,0,474801,MALE,PhD,prof-specialty,cross-fit,unmarried,4614800,0,2015-02-08,Single Vehicle Collision,Rear Collision,Minor Damage,Other,RJ,Northbrook,4158 Washington Lane,4,1,NO,1,0,?,5012370,911340,455670,3645360,BMW,M5,2004,Y,
108,33,512813,1990-01-27,TS,100/300,166000,57639.350000000006,0,450703,FEMALE,JD,armed-forces,exercise,not-in-family,0,0,2015-01-20,Multi-vehicle Collision,Side Collision,Major Damage,Police,WB,Northbend,3796 Cherokee Drive,6,3,?,0,1,YES,5341050,485550,971100,3884400,Nissan,Pathfinder,2011,Y,
32,38,356768,2010-03-11,TS,100/300,41500,83561.91,498000000,478172,FEMALE,College,other-service,sleeping,own-child,0,0,2015-02-06,Multi-vehicle Collision,Side Collision,Minor Damage,Police,TN,Northbend,7434 Oak Hwy,15,3,YES,2,1,YES,5884700,1176940,588470,4119290,BMW,X6,1997,N,
259,39,330506,1995-09-19,MH,250/500,83000,118055.87999999999,0,604668,FEMALE,JD,craft-repair,movies,unmarried,0,-6963700,2015-01-24,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,RJ,Columbus,5178 Weaver Hwy,12,3,NO,1,3,?,3864480,644080,644080,2576320,Nissan,Ultima,2012,N,
186,33,779075,2010-02-27,KA,100/300,83000,111910.56,0,469429,FEMALE,Associate,craft-repair,cross-fit,wife,3120800,-3120800,2015-01-14,Vehicle Theft,?,Trivial Damage,Police,DL,Arlington,8477 Francis Hwy,3,1,NO,2,1,?,392590,71380,71380,249830,Chevrolet,Malibu,2013,Y,
201,40,799501,1991-12-28,MH,250/500,166000,109191.48,0,471806,FEMALE,PhD,transport-moving,video-games,not-in-family,0,0,2015-02-18,Vehicle Theft,?,Minor Damage,Police,TN,Northbrook,7693 Britain Lane,14,1,YES,0,0,YES,566060,102920,102920,360220,Jeep,Grand Cherokee,2003,N,
436,58,987905,2002-04-30,MH,250/500,166000,116781.83,415000000,475705,MALE,PhD,tech-support,sleeping,other-relative,3934200,-2290800,2015-01-10,Single Vehicle Collision,Rear Collision,Major Damage,Police,WB,Riverwood,3658 Rock Drive,10,1,?,0,2,?,4971700,994340,497170,3480190,BMW,X5,1997,Y,
189,36,967756,2007-04-28,MH,250/500,166000,115252.14,0,459122,FEMALE,MD,priv-house-serv,basketball,own-child,0,-4100200,2015-02-13,Multi-vehicle Collision,Side Collision,Major Damage,Police,WB,Riverwood,2617 Andromedia Drive,17,3,?,1,3,YES,6603480,1100580,1100580,4402320,Ford,Escape,2009,N,
105,33,830414,1996-07-08,TS,500/1000,41500,108793.08,0,476737,FEMALE,High School,adm-clerical,kayaking,not-in-family,0,-3394700,2015-02-17,Single Vehicle Collision,Front Collision,Total Loss,Other,UP,Northbrook,9279 Oak Hwy,8,1,YES,0,1,?,5834070,1060740,530370,4242960,Accura,MDX,2008,N,
163,31,127313,2002-04-01,KA,100/300,83000,83384.29,498000000,460359,MALE,JD,priv-house-serv,hiking,not-in-family,2232700,0,2015-01-07,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,TN,Hillsdale,3439 Andromedia Hwy,14,3,YES,2,0,NO,5304530,482230,964460,3857840,Suburu,Forrestor,1999,N,
219,40,786957,2006-10-29,MH,100/300,41500,94197.53000000001,0,452735,FEMALE,Associate,transport-moving,golf,not-in-family,5702100,0,2015-01-29,Vehicle Theft,?,Trivial Damage,,TN,Riverwood,5901 Elm Drive,6,1,?,1,0,NO,531200,53120,53120,424960,Toyota,Camry,1997,N,
88,25,332892,2007-10-25,KA,250/500,83000,99102.0,0,613583,FEMALE,JD,handlers-cleaners,movies,husband,0,0,2015-02-13,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,TN,Northbrook,3982 Washington Hwy,6,1,YES,1,2,YES,5542740,615860,615860,4311020,Ford,Escape,2013,Y,
40,39,448642,2001-03-28,KA,500/1000,83000,103604.75,332000000,605692,FEMALE,College,sales,hiking,own-child,0,-2763900,2015-02-01,Parked Car,?,Minor Damage,Police,UP,Northbrook,3376 5th Drive,8,1,NO,0,2,?,727080,121180,121180,484720,BMW,3 Series,2013,N,
284,42,526039,1995-05-04,MH,100/300,41500,111098.81999999999,-83000000,438178,MALE,Associate,machine-op-inspct,kayaking,wife,0,0,2015-01-29,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,GJ,Arlington,3936 Tree Drive,13,1,YES,0,1,?,7815280,710480,1420960,5683840,Chevrolet,Malibu,1996,N,
59,40,444422,2011-09-28,TS,250/500,166000,64925.090000000004,0,449221,MALE,College,protective-serv,golf,other-relative,5328600,-2680900,2015-02-06,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,MH,Springfield,6605 Tree Ave,0,3,?,0,2,NO,4280310,475590,951180,2853540,BMW,X5,2010,N,
39,31,689500,2003-01-28,TS,250/500,166000,113452.70000000001,0,459322,FEMALE,High School,handlers-cleaners,polo,husband,0,-1303100,2015-01-28,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,GJ,Northbend,3102 Apache St,14,3,?,1,0,NO,4374100,874820,874820,2624460,BMW,X6,2014,Y,
147,34,806081,2011-02-01,TS,500/1000,83000,105892.23,0,472657,MALE,High School,sales,dancing,wife,0,-4008900,2015-01-21,Single Vehicle Collision,Side Collision,Minor Damage,Fire,DL,Columbus,7756 Pine Hwy,13,1,YES,2,2,?,8383830,1289820,1289820,5804190,Mercedes,ML350,1998,N,
156,37,384618,1993-02-09,KA,250/500,41500,90523.95000000001,0,608331,MALE,High School,exec-managerial,golf,unmarried,0,-4299400,2015-01-16,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,GJ,Columbus,7142 5th Lane,16,4,?,1,2,YES,4432200,443220,443220,3545760,Honda,Civic,2010,Y,
123,31,756459,2005-08-05,KA,250/500,41500,110058.0,0,438546,FEMALE,Associate,prof-specialty,basketball,wife,0,-4531800,2015-02-17,Single Vehicle Collision,Side Collision,Total Loss,Fire,TN,Northbrook,2914 Oak Drive,13,1,?,1,2,NO,5985960,997660,997660,3990640,Mercedes,ML350,2009,N,
231,43,655787,2006-06-17,TS,250/500,166000,80715.01000000001,0,441981,MALE,College,protective-serv,reading,wife,0,-4822300,2015-02-01,Multi-vehicle Collision,Front Collision,Minor Damage,Police,RJ,Hillsdale,6522 Apache Drive,15,3,YES,2,2,YES,6399300,639930,1279860,4479510,Audi,A3,2010,N,
247,39,419954,1993-12-07,TS,100/300,41500,66923.73,0,602177,FEMALE,College,handlers-cleaners,dancing,wife,0,0,2015-02-25,Parked Car,?,Trivial Damage,Police,TN,Northbend,5279 Pine Ridge,3,1,?,2,3,?,273900,49800,0,224100,Dodge,RAM,2003,N,
194,35,275092,2012-03-14,TS,500/1000,41500,117547.92,0,441659,FEMALE,MD,adm-clerical,golf,not-in-family,0,0,2015-02-26,Parked Car,?,Minor Damage,,WB,Northbend,8078 Britain Hwy,7,1,YES,1,0,?,493020,89640,44820,358560,Nissan,Pathfinder,2003,N,
119,27,515698,1997-08-05,KA,250/500,166000,91104.12000000001,0,614812,MALE,High School,transport-moving,video-games,other-relative,2249300,0,2015-02-06,Multi-vehicle Collision,Rear Collision,Major Damage,Other,RJ,Northbend,1133 Apache St,16,2,NO,1,0,?,5288760,587640,1762920,2938200,Accura,TL,2006,N,
259,43,132871,2009-07-05,TS,100/300,41500,78663.25,0,458470,FEMALE,Masters,farming-fishing,base-jumping,not-in-family,0,-3261900,2015-02-03,Vehicle Theft,?,Trivial Damage,Police,TN,Riverwood,2873 Flute Ave,15,1,NO,1,3,NO,637440,106240,53120,478080,Audi,A5,2008,N,
107,31,714929,1994-11-25,TS,100/300,166000,84554.59,415000000,469646,MALE,Associate,handlers-cleaners,yachting,own-child,1660000,-6864100,2015-01-27,Multi-vehicle Collision,Side Collision,Total Loss,Police,DL,Riverwood,8509 Apache St,21,3,YES,1,2,?,7779590,1196860,1795290,4787440,Honda,CRV,2001,N,
48,44,297816,1997-02-03,TS,100/300,166000,116261.42,0,611118,MALE,College,sales,base-jumping,other-relative,2822000,-4614800,2015-01-21,Multi-vehicle Collision,Rear Collision,Major Damage,Police,GJ,Arlington,8245 4th Hwy,23,3,YES,0,2,?,7245900,1449180,1449180,4347540,Jeep,Wrangler,2013,N,
267,40,426708,2009-10-09,TS,250/500,41500,95908.98999999999,415000000,465158,MALE,JD,transport-moving,camping,wife,0,-2921600,2015-01-24,Parked Car,?,Trivial Damage,Police,DL,Columbus,3094 Best Lane,5,1,?,0,2,NO,470610,104580,52290,313740,Ford,F150,1997,N,
286,47,615047,2002-11-20,KA,250/500,41500,115115.19,0,457130,MALE,High School,priv-house-serv,bungie-jumping,husband,4490300,-6440800,2015-01-17,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,DL,Springfield,8188 Tree Ave,15,3,YES,0,0,NO,5461400,1092280,546140,3822980,Accura,TL,2001,N,
175,34,771236,1995-05-29,MH,100/300,41500,75969.06999999999,0,607893,FEMALE,JD,handlers-cleaners,base-jumping,wife,6839200,-4739300,2015-02-23,Single Vehicle Collision,Front Collision,Major Damage,Other,DL,Arlington,5224 5th Lane,14,1,?,2,1,YES,3047760,338640,338640,2370480,Honda,Accord,2009,Y,
111,29,235869,2011-01-22,TS,250/500,41500,102882.65,166000000,464736,FEMALE,PhD,farming-fishing,kayaking,own-child,0,0,2015-01-09,Single Vehicle Collision,Side Collision,Major Damage,Fire,TN,Riverwood,2230 1st St,1,1,?,1,1,YES,4382400,398400,796800,3187200,Mercedes,ML350,1996,Y,
151,37,931625,2012-10-18,KA,250/500,41500,113412.86,0,476198,FEMALE,Associate,protective-serv,cross-fit,unmarried,3652000,0,2015-02-15,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,TN,Arlington,6719 Flute St,14,3,NO,1,2,YES,4905300,490530,490530,3924240,Nissan,Maxima,1998,Y,
156,37,371635,1991-10-13,MH,500/1000,83000,90177.84,498000000,444903,MALE,Associate,machine-op-inspct,hiking,unmarried,0,-4465400,2015-01-16,Multi-vehicle Collision,Rear Collision,Total Loss,Other,DL,Northbrook,8064 4th Ave,17,3,?,1,1,YES,6427520,1168640,584320,4674560,Suburu,Legacy,1999,N,
165,36,427199,2010-10-01,TS,250/500,166000,103573.20999999999,0,464336,MALE,Masters,armed-forces,golf,husband,0,-3295100,2015-01-14,Multi-vehicle Collision,Side Collision,Total Loss,Fire,DL,Northbend,2469 Francis Lane,20,3,NO,2,2,NO,3793100,379310,379310,3034480,BMW,3 Series,2008,N,
253,41,261315,2013-04-10,MH,100/300,166000,108958.25,0,471453,FEMALE,PhD,sales,dancing,other-relative,6747900,0,2015-01-01,Multi-vehicle Collision,Rear Collision,Major Damage,Other,TN,Springfield,4671 5th Ridge,10,3,NO,2,2,YES,6701420,609220,1218440,4873760,Toyota,Camry,2014,Y,
10,26,582973,2008-06-11,KA,100/300,166000,63548.119999999995,0,466191,MALE,MD,sales,base-jumping,not-in-family,0,-1842600,2015-02-16,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,TN,Northbrook,6985 Maple Lane,3,3,?,0,3,?,2602050,236550,473100,1892400,Honda,Accord,2001,Y,
158,33,278091,2013-12-04,MH,100/300,166000,110175.03000000001,0,440930,FEMALE,Associate,handlers-cleaners,skydiving,other-relative,0,-3203800,2015-01-04,Single Vehicle Collision,Side Collision,Total Loss,Other,TN,Hillsdale,7791 Britain Ridge,0,1,?,0,0,?,2905000,290500,581000,2033500,Suburu,Legacy,2012,N,
436,59,153154,2010-08-21,MH,500/1000,83000,111099.65,0,430380,MALE,PhD,protective-serv,board-games,own-child,3237000,0,2015-01-12,Multi-vehicle Collision,Side Collision,Total Loss,Police,WB,Hillsdale,6355 4th Hwy,10,3,?,2,2,NO,5644000,1128800,564400,3950800,Toyota,Corolla,2014,N,
91,30,515217,2010-06-18,TS,250/500,166000,109280.29000000001,664000000,613178,FEMALE,Masters,machine-op-inspct,golf,unmarried,3643700,0,2015-01-08,Multi-vehicle Collision,Side Collision,Minor Damage,Other,TN,Northbend,3495 Britain Drive,13,3,YES,2,0,?,7013500,1079000,1079000,4855500,BMW,X6,2009,N,
256,42,860497,1992-04-10,TS,500/1000,83000,106774.52,0,460564,FEMALE,MD,transport-moving,bungie-jumping,wife,0,-3278500,2015-01-22,Single Vehicle Collision,Rear Collision,Minor Damage,Police,WB,Northbend,2980 Sky Ridge,14,1,NO,2,1,?,6266500,626650,1253300,4386550,Nissan,Ultima,1998,N,
274,46,351741,1997-02-03,MH,500/1000,83000,113890.94,0,439929,MALE,High School,exec-managerial,bungie-jumping,not-in-family,0,0,2015-01-13,Multi-vehicle Collision,Side Collision,Total Loss,Other,WB,Riverwood,5914 Oak Ave,22,3,NO,1,3,?,7519800,1253300,1253300,5013200,BMW,X5,2009,N,
275,45,403737,1991-12-06,KA,500/1000,166000,120164.91,0,605756,FEMALE,Associate,adm-clerical,camping,wife,3270200,-5303700,2015-01-18,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,UP,Northbend,3835 5th Ave,8,3,YES,1,1,?,5338560,444880,889760,4003920,Accura,MDX,1998,N,
1,33,162004,1995-09-19,TS,250/500,41500,74975.56,0,451184,FEMALE,High School,transport-moving,yachting,not-in-family,0,0,2015-01-19,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,DL,Northbend,5925 Tree Hwy,1,3,?,1,0,?,2631100,526220,263110,1841770,Toyota,Highlander,2006,N,
